This exercise equipment will make your work a stand beyond a every day goal.Your work on this equipment will be a like a partner and run the length of your body knowing everything that need to be shaped .You will get fullest pf pleasure when you are working out knowing that your firm and tone muscles will be prefect .All that burn you did in that work will make your dates eye pop when they see the new you .The firm tone touch of the muscles will make them want o work out to on this new way of firming.They will be excited and want to learn more about this exercise equipment that has change your body ,2.575,0.056704797712374265
Have a doorway harness similar to a chin up bar attached to a doorway. This harness has an extension where the harness is attached to move you a few feet away from the doorway so that you can practice spins and jumps on slippery artificial ice tiles to practice your spins and jumps at home.  The arm could also be extended several feet (as space allows in the home) to allow more movement for gliding moves as well. This will allow a skater to practice at home on a similar surface without falling or bumping into items as it keeps them in one axis.,4.25,0.06350006350009525
"A wheel with pedals that you can sit on the floor in front of your desk that will allow you to pedal while you work. You can adjust the tension to make it easy or hard. There are comfort pedals that will allow you to use it barefoot. You can also put it on a table and use it for your arms, or, you can add an adjustable seat that turns it into a unicycle to practice balance and isolate core muscles.",3.575,0.0668153104781061
"A system that creates a holographic environment for sport.  While the technology is the key, if that can be surmounted this would be a terrific way to exercise.  You could play tennis or squash as examples and not have to rely on finding a partner, wouldnt have to deal with weather, reserving a court, paying club or court fees, etc.  So much more fun than just exercising.  A lot of people dont exercise because its boring and/or onerous but playing sport is fun and exciting.   / You could choose various skill levels, even build your own avatar that develops as you play and improve.  Lots of possibilities. / The wii was a small first step in this direction but once the tech arrives this idea should transform exercising and sport in general.  ",4.425,0.05285164225816899
"I think it's a practical idea. It should be easy to use and show how much energy has been generated. People could use it to charge and power their phones, computers, and TVs.",2.2,0.1259881576697424
"Add stabilizers to elliptical machines.  The would be in the back by the covered gears area.  They would be able to fold up and sit in a small area on the bottom, always attached so you don't lose them.  When a larger person is going to use the machine, you can fold them out and they would help stabilize the machine so when the larger person gets to a high rate of speed, it wouldn't feel like the side to side movement would cause it to fall over.",3.775,0.062136976600120006
A machine that could be used standing or sitting thst would work all muscles groups at different time. Machine should have slow controlled movements. machine should be useful to active and also people with disabilities,3.05,0.14285714285714282
"This machine would be made of ice. This would be an innovative product not found anywhere else.  You would have to let the machine cool itself for about 10 minutes, once it's done, the platform would be made of ice. You would have to keep recooling it every 30 minutes so it doesn't melt.  Kind of like a treadmill, but in ice form. After that, you just put on your ice skates and skate on it for cardio. ",4.95,0.06868028197434452
"My proposal is a device that connects with your computer. You have to meet a certain quota of physical activity in order for your computer to function fully. This quota could be modified to some extent by the user. I'm not sure whether the device should completely limit the use of the computer, but I guess that decision could be up to each user. /  / The question I have is, what type of physical activity should be required? And how could we prevent tampering to ""cheat"" the device?",4.1,0.0668153104781061
"A weight bench that can fold up, for people living in small apartments. Then a whole line of easily portable equipment, such as an aerobic step, pull up bar, an exercise ball that is easy to inflate and deflate, etc.  Advertise as chic and appeal to people in large cities. Emphasize portability and ability to bring to work to use on breaks. Offer different package deals at a discounted rate.",3.525,0.07808688094430302
"Weighted gloves are the new dumbells for anyone who keeps a busy schedule and would also like to keep a standard fitness goal. The gloves are designed to be used anytime, anywhere, as a weighted dumbell would be used (in 1, 3, and 5 lb increments), but also allowing the hands to remain free to use for any purpose.  /  / The attachment would fit snugly on your hand as a fingerless glove, and would be secured with velcro straps around the palm of your hand and wrist for stability. Anytime you need a quick 5 minute toning session - if you're at work on a break, waiting for an appointment, or even out running errands - you can slip your gloves on and tone your muscles.  /  / The gloves include attachable weighted increments that allow you to increase the weight to your desired strengthening regime, or allow you to get some basic toning in at the lowest (1 lb) level. You no longer need to keep your arm training at home with weighted gloves. Take them anywhere and keep up your daily exercise goals.  /  / The weighted gloves also have an optional upgrade for an electronic monitoring device on your wrist. You can set daily goals, track your progress, estimate calories burned, and set weekly incremental workout goals. Optional reminders can be set to pick up your gloves and tone your muscles. /  / These gloves are designed for people who spend a lot of time out of their homes, either running errands or in the office, but can be used at home during leisure time on the computer or watching tv. They are designed to allow you to work out while keeping your hands free. ",4.3,0.025598984252456897
